Name,Address,PhoneNumber,Website,Email
Zilla Parishad Secondary Sc..,"Indervelly, Pulaji Baba Road, Indervelli, Adilabad - 504346",-9457105997,,
Prathiba School,"Indervelli, Adilabad - 504346",-9485550300,,
Vignan Hs,"Bela, Adilabad - 504309",-9413962819,,
Vidyabhilash High School,"Bela, Adilabad - 504309",-9465286266,,
Zilla Parishad Secondary Sc..,"Shanthinagar, Bazarhathnoor, Dehgaon, Adilabad - 504304",-8992829683,,
Pragathi Shool,"Gudihatnoor, Adilabad - 504308",-9412964272,,
B P R School,"Echoda, Adilabad - 504307",-9841857323,,
K T School,"Echoda, Adilabad - 504307",-7370032227,,
Zilla Parishad High School,"Sirionda Entrence, Sirikonda,Sirikonda,Adilabad, Sirikonda, Adilabad - 504307",-8172661983,,
Mandal Parishad Primary Sch..,"Bazarhathnoor, Warthamanoor, Adilabad - 504307",-9695005657,,
Zilla Parishad Secondary Sc..,"Shampur, Adilabad - 504311",-9432681222,,
Samalas,"Kangutta, Adilabad - 504304",-9490636254,,
Siraj Junioor,"Boyawada, Utnoor, Ootnur, Adilabad - 504311",-9972087963,,
Chowdari Nagabhushan School,"Boath, Adilabad - 504304",-9437893027,,
Zp High School,"Boath, Adilabad - 504304, Velmal",-87532352144,,
Little Flower School,"Khanapur, Adilabad - 504203",-94955883,,
J Parshuram Pg Hm,"Sevadas Nagar, Utnoor, Gangapur Road, Ootnur, Adilabad - 504311",-8531026951,,
Saraswathi Gnana Vidyalayam,"Ootnur, Adilabad - 504311",-9462232329,,
Naveen Power143,"Boath Buzurg, Boath, Adilabad - 504304",-9194544546,,
Gangannapet Government Scho..,"Utnoor, Utnur Road, Ootnur, Adilabad - 504311",-8313435120,,
Zilla Parishad School,"Dhannur Buzurg, Adilabad - 504304",-8496911897,,
Jamia,"Mominpura, Adilabad District, Jainoor, Adilabad - 504313",-9411300353,,
Kranthi Hight School,"Mandamarri, Yapal, Mandapalli, Adilabad - 504203",-8088419702,,
Vivekanandha High School,"Sarangapur, Adilabad - 504110",-9636228323,,
Ekalavya Degree College (Co..,"Jam, Adilabad - 504110",-9912055932,,
Komal Book Stall,"Kerimeri, Kerimeri, Adilabad - 504313",-9749134510,,
Sri Vivekanandha Vidyalayam..,"Kanakapur, Adilabad - 504310",-9487483089,,
Zilla Parishad High School,"Chityal, Adilabad - 504306",-8967172604,,
Zilla Parishad Primary Scho..,"New Lingampelly, Adilabad - 504310",-9468754670,,
Bharthi Bhatha Vidyaniketan,"Khanapur, Adilabad - 504203",-87384770602,,
Holy Faith High School,"Vidyanagar, Khanapur, Adilabad - 504203",-8933544680,,
Raghavendra School,"Khanapur, Adilabad - 504203",-9933316240,,
Srujana High School .. Koth..,"Kuntala, Adilabad - 504109",-965330777,,
Shantiniketan Vidyalaya Nav..,"Lingapur, Adilabad - 504202",-9468897176,,
Pavan School,"Dilawarpur, Adilabad - 504306",-9417305576,,
Venkatesh Endapelly Ups,"Pedda Bellal, Adilabad - 504202",-9459110760,,
Mpps Perkapally,"Munnial, Adilabad - 504202",-9475219879,,
Mpps,"Mallapur, Adilabad - 504205",-8023998121,,
V Kids Campus International..,"Door No 1-3-149, Aindla Bheemireddy Nilayam, Adilabad - 504105, Near Water Tank & Hanuman Temple, Shastry Nagar, Nirmal",-9367205036,,
Raksha High School,"155 504109, 2155, Nh222, Kallur, Adilabad - 504109",-954404514,,
Old Primary School,"Pakpatla, Adilabad - 504105",-7691819218,,
Jayalaxmi English School,"Main Road Angadi Bazar Jannaram, Jannaram, ADILABAD - 504205",-8886857282,,
Svm High School,"3 3 7, Old Bazar Road, Nirmal, Bhainsa, Adilabad - 504103, Near Masjid",-8760077213,,
Yashoda Devi School,"Bhainsa, Adilabad - 504103",-9481792595,,
Pasha Kirana,"New Abadi, Bhainsa, Adilabad - 504103",-8399068038,http://www.pashakirana.in/,
Global Meadia English Meadi..,"Indranagar Colony, Wankidi Sirpur, Adilabad - 504295",-87334834337,,
Vasavi Spaes Schools,"Bhainsa, Adilabad - 504103",-8471219974,,
Ups Government,"Khamana, Adilabad - 504295",-8976073601,,
Sri Gouthami Model School,"Butty Gally, Bhainsa, ADILABAD - 504103, Near Bus Stand",-9018800490,,
Mpups School,"Dandepally, Lingapur, Adilabad - 504206",-9014210142,http://meodandepally.weebly.com/schools-information.html,
Ups School,"Kotha Mamidipelli, Adilabad - 504206",-9990900942,,
Anaji,"Edvalli, Adilabad - 504292",-991978312,,
bhashyam,"Ashta, Adilabad - 504101",-9964506570,,
Bhashyam Concept School,"Mudhole, Adilabad - 504102",-8732763486,,
Fatima Convent High School,"Teachers Lane,Eidga Colony Road,Kaghaznagar, Sirpur Kaghaznagar, Adilabad - 504296",-921976831,,
Qadrees Impact Accounting S..,"Sirpur Kaghaznagar, Adilabad - 504296",-9597429685,,
mVN,"1-21, Adilabad - 504296",-7756016320,,
Ravindar,"Basar, Adilabad - 504101",-9571862195,,
Arunodayaschool,"Telangana, Sirpur Kaghaznagar, Adilabad - 504296",-87310969118,,
Ms Talent School,"Bhatpalle, Adilabad - 504296",-9780925799,,
Zilla Parishad Primary Scho..,"Nambala, Adilabad - 504272",-9934178109,,
Zilla Parishad Secondary Sc..,"Bhatpalle, Adilabad - 504296",-9787240843,,
V I P School,"Village No.05, Uppidamangalam, Adilabad - 504296",-8679085239,,
Mpups,"Easgaon, Adilabad - 504296",-9758823175,,
Shiv Mandir,"Easgaon Village No.2, Easgaon, Adilabad - 504296",-9146448154,,
Zp High School,"Konchavelly, Beebra, Bibra, Adilabad - 504273",-7660113216,,
Mpps Beebra,"Konchavelly, Beebra, Bibra, Adilabad - 504273",-9314329175,,
Maynooth Post Primary Schoo..,"Venkatapur, Adilabad - 504273",-9925597371,,
Sri Chaitanya Degree Colleg..,"Kouthala, Kowthala, Adilabad - 504299",-994452904,,
Alphonsa Convent School,"Ramakrishnapur, Adilabad - 504301",-87338544140,,
Trisharan Upper Primary Sch..,"Gundaipeta, Gundaipet, Adilabad - 504299",-9959603231,,
Meganna Si,"Beejjru, Gudlabori, Adilabad - 504299",-8140420470,,
Chukka Ramaiah Spaes School,"Chunnam Batti Wada, Adilabad - 504302",-9689122158,,
Sri Abhinava Vidya Sadan Hi..,"Mancherial, Chunnam Batti Wada, Adilabad - 504302",-9991193251,,
Kerala Model School,"Krishna Colony, Naspur, Adilabad - 504302",-87390282656,,
St Theresa High School,"Naspur, Adilabad - 504302",-9481375057,,
Ox Ford High School,"Naspur, Adilabad - 504302",-9037625405,,
Blue Birds High School,"CCC Naspur, Coal Chemical Complex, Adilabad - 504302",-87391617222,,
ST Theresa High School,"CCC, Naspur Colony, Naspur, Adilabad - 504302",-9423812643,,
Krishnveni High School,"Seetharampally, Mancherial, Naspur, Adilabad - 504302",-7047885971,,
Bharathi High School,"CCC 'x' Road, Coal Chemical Complex, Adilabad - 504302",-9858506672,,
Sharadha Sishu Mandir Schoo..,"Rk 6 Colony, Srirampur Colony, Adilabad - 504303",-87389716281,,
Sharada Shishu Mandir High ..,"Srirampur Colony, Adilabad - 504303",,,
Ujwala Talent School,"Srirampur Colony, Adilabad - 504303",-9313387512,,
Siddarth Talent School,"Srirampur Colony, Adilabad - 504303",-9451453076,,
Sri Balaji Vidya Mandir Hig..,"Srirampur Colony, Adilabad - 504303",-9848112505,,
Art Ificial Intelligence Sc..,"Srirampur Colony, Adilabad - 504303",-87317264777,,
Kerala Model High  School,"Srirampur Colony, Adilabad - 504303, Krishna Colony",-9480745476,,
Blooming Buds School,"Kunchavelli, Kanchevelli, Adilabad - 504273",-8123458987,,
Masjid-E-Umar,"Rj Colony Road, Bejjur, Adilabad - 504299",-9674018808,,
Thagaram Rajesh World,"Beemaram, Bheemaram, Adilabad - 504204",-942481607,,
Shiva Mobiles,"Beemaram, Mancherialchennorjagdalpur Road, Bheemaram, Adilabad - 504204",-914358798,,
Ravindhra Model High School,"Kyathanpally, Adilabad - 504214",-9410714866,,
Mpups Kalmalpet,"Kalmalpet, Adilabad - 504214",-9657358643,,
Assisi School,"Bhamraopet, Chinnoor, Adilabad - 504201",-9158066779,,
Santmanavdayal High School,"Bamni Tq-Sironcha, Adilabad - 504214",-87345756055,,
Jvnr Vidya Nikethan High Sc..,"Shanti Nagar, Nirmal - 504106, Sponsored By Exhibition Society (Also serves ADILABAD)",-87382421690,,
Vasavi Spaes School,"Divya Nagar, Nirmal - 504106 (Also serves ADILABAD)",-8331607695,,
Central Public School,"Main Road, Adityapur, Jamshedpur - 831013",-65757840751,http://www.cpsjamshedpur.com,info@cpsjamshedpur.com
Gayatri Shiksha Niketan Hig..,"Number 4, Aditypur 1, Raydih, Road, Adityapur, Jamshedpur - 831013",-65756201518,http://gsnschool.com/,gsnadityapur@gmail.com
Pathshala,"Ground Floor, Shaligram Enclave, Adityapur, Jamshedpur - 831013, Near Sarita Takies & Next Line Of Sanjivini Nurshing Home",-65768462776,http://www.kidspathshala.in,gsnadityapur@gmail.com
Sri Ram English High School..,"Lic Colony, Adityapur, Jamshedpur - 831013",-65765699355,,
Victoria School,"Road No-4, Adityapur, Jamshedpur - 831013",-65717133787,,
Little Flower Nursury Schoo..,"Kandra Hwy, Dindli Basti, Adityapur, Jamshedpur - 831013",-9986293206,,
Dindli Kanya Middle School,"Panla Bazaar, Adityapur, Jamshedpur - 831013, Near Perfect Coaching Centre",-65792867699,,
Little Sprouts Fun play lea..,"H.No. 77, B-Block, Kagalnagar Nagar Colony, Sonari, Jamshedpur - 831011, Beside Sonari Gurudwara",-9185063569,http://www.littlesprouts.co.in,webmaster@littlesprouts.co.in
Kinder Joy Play School,"Dev Shanti Building, Road No. 5, Dimna Road, Jamshedpur - 831012",-8795890373,,
R N Foundation Little Heart..,"Kedo , Narwapahar, East Singhbhum, Jamshedpur - 831010, Near Sundarnagar",-9182347893,http://lhsjsr.com,
Kids Garden Chetna Classes,"Corporation Building, Mango, Dimna Road, Jamshedpur - 831012, Near Dimna Chowk",-9157100215,,
Sheyn International School,"Campus No 1 , Road No. 15, Jawahar Nagar, Mango, Jamshedpur - 831012, Infront Of Big Bazar",-9196525391,http://www.sheyninternational.com,
Colony Primary School,"Kharswan Road, Adityapur, Jamshedpur - 831013, Near State Bank Of India",-6572366067,,
Silver Kids,"Dindli Basti, Adityapur, Jamshedpur - 831013",-9477157701,,
Kids Wonder Play School,"831013, Naginapuri, Dindli Basti, Adityapur, Jamshedpur - 831013",-7286585242,,
The Arc School,"Adityapur, Jamshedpur - 831013, Besides Government Polytechnic",-65716431350,http://www.thearcschool.com,
Kids Park Playway School,"Near Ground,, Road No 7,Near Kali Mandir, Adityapur, Jamshedpur - 831013, Near Kali Mandir",-7912836061,,
Swami Vivekanand Public Sch..,"sidhu kanmu chowk, nirudi,sitarampur, Adityapur, Jamshedpur - 831013, near sita rampur dam",-706667224,,
INDIAN PUBLIC SCHOOL,"INDIAN PUBLIC SCHOOL, Kolabira,Seraikela Kharsawan, Jamshedpur - 831013, Near Rama Krishna Forgings Ltd Plant V",-8042267721,,
Planet Kids,"Victoria Memorial High School, Adityapur, Jamshedpur - 831013, Near Sarikela Kharswa",-65797251040,,
Jhantu Mudi,"Krishnapur Industrial Area, Adityapur, Jamshedpur - 831013",-8866118073,,
D A V Public School,"Road No 4, Bistupur, Jamshedpur - 831001, In Contractors Area",-6575997559,http://www.davbistupur.org,dav.bistupur@gmail.com
ST Marys English High Schoo..,"Kharkai Link Road, Bistupur, Jamshedpur - 831001",-65769239380,http://www.stmarysalumni.com http://www.stmarysjamshedpur.in/,dav.bistupur@gmail.com
Sri Krishna Public School,"O C Road, Bistupur, Bistupur, Jamshedpur - 831001",-65711766659,http://www.skpsjamshedpur.com http://www.srikrishnapublicschooljsr.com/,dav.bistupur@gmail.com
Jusco English Medium School,"Bistupur, Jamshedpur - 831001, South Park",-65724643634,http://www.jemfoundation.in,jiju.thomas@tatasteel.com
Chinmaya Vidyalaya,"South Park, Bistupur, Jamshedpur - 831001, Near Kanti Lal Hospital",-65780000202,,
St Marry Hindi School,"Bistupur,Jamshedpur,, Bistupur, Jamshedpur - 831001",-65749691555,,
Ramakrishna Mission School,"Bistupur, Jamshedpur - 831001",-65738436259,http://www.rkmjamshedpur.org,123345182@N04
River View English School,"5, New Rani Kudar, Kadma, Jamshedpur - 831005, Near State Bank Of India ATM",-65756120571,,
A D L Society High School,"New Rani Kudar, Bistupur, Jamshedpur - 831001",-65767956842,,
Mrs. Kmpm High School,"L Road, Bistupur, Jamshedpur - 831001, Beside Madrasi Sammelani",-65799005585,,
D A V Public School,"N I T Campus,, Rit, Jamshedpur - 831014",-6574077644,http://www.davbistupur.org,dav.bistupur@gmail.com
ST Johns High School,"Purba Singhbhum, Jugsalai, Jamshedpur - 831006",-65711850407,,
Al-Ali Mahin Academy,"New Babu Flat, M. P. Road, Millat Nagar, Jamhsedpur, Jugsalai, Jamshedpur - 831006",-8579586155,,
Ram Krishna Mission School,"Bistupur,Jamshedpur,, Bistupur, Jamshedpur - 831001",-65769957641,,
Daisy Garden English High S..,"M E School Road, Jugsalai, Jamshedpur - 831006, Near Rajasthan Seva Sadan Hospital",-9243759177,,
Study Circle,"Bistupur, Jamshedpur - 831001",-65728148828,,
Sardar Madho Singh Memorial..,"Kadma Road, Bistupur, Jamshedpur - 831001, Near Jusco English Medium School",-65757605544,,
Xaviers English School,"Gauri Shankar Road, Jugsalai, Jamshedpur - 831006",-9252385870,http://xaviers-school.com/,webmaster@xaviers-school.com
Middle School,"Jamdih Alias Baruda, T/Cat-Aganbari Centre, East/Singhbhum, Sakchi, Bistupur, Jamshedpur - 831001",-65715583959,,
SS Gujarati Middle School,"Oc Road, Bistupur, Jamshedpur - 831001, Behind Ram Mandir",-65782838769,,
Little Stars Playschool,"D, B Decosta Road, Jugsalai, Jamshedpur - 831006, Near Ashoka Industries",-65749295464,,
Smart Kid,"3/1, c block, nirode apartment, L road, Bistupur, Jamshedpur - 831001, Next to Madrasi Sammelani",-9832021534,,
All Sufa English School,"Gharib Nawaz Colony, Mahtopara, Jugsalai, Jamshedpur - 831006",-909855432,,
Step 2 Nursery,"Surti Chowk, Jugsalai, Jamshedpur - 831006",-9387287208,,
Sir Sayed English School,"Pb Road, Jugsalai, Jugsalai, Jamshedpur - 831006, Near State Bank Of India",-65716194337,,
GRD English School,"Gurudwara Complex, G S Road, Jugsalai, Jamshedpur - 831006, Near Gaurisankar road",-65756050420,,
Jugsalai Urdu High School,"Gaurishankar Road, Jugsalai, Bistupur, Jamshedpur - 831001",-65728448793,,
Taurian Worlds School,"Bistupur, Jamshedpur - 831001",-931673056,http://www.tws.edu.in,recruitment@tws.edu.in
Gurukul School For Excellen..,"Number 3, River View Colony, Barodaghat, Bagbera Colony, Road, Bagbera, Jamshedpur - 831002",-65710182694,,
Balak Madhya Vidhyalay,"M.E School Road, Jugsalai, Jamshedpur - 831006, Near Rajasthan Seva Sadan",-9739480690,,
Gol Ghar School,"Millatnagar, Jugsalai, Jamshedpur - 831006",-7961902098,,
Ram Chandra Singh High Scho..,"Gurudwara Road, Mango, Bistupur, Jamshedpur - 831001",-65770901062,,
Manick Homi High School,"Chuna Shah Colony, Cross Road, Bistupur, Jamshedpur - 831001",-65794763516,,
Edens English High School,"Zone No 1, Birsanagar Telco Colony, Bistupur, Jamshedpur - 831001",-65761249023,,
Eadens English High School,"Q Road, Bistupur, Bistupur, Jamshedpur - 831001",-65736452369,,
Angela School,"6, Ramkrishna Colony, Cross Road, Bistupur, Jamshedpur - 831001",-65715115379,,
PVS Cosmopolitan School,"Pvs Complex, South Park Road, Bistupur, Jamshedpur - 831001",-9831076577,,
Mr Kabiria Urdu Middle Scho..,"Road No 10 Zakir Nagar Mango Bistupur, Bistupur, Jamshedpur - 831001",-65718341592,,
Srikrishna Public School,"Bistupur, Bistupur, Jamshedpur - 831001",-65719612253,,
SB Singh Memorial Middle Sc..,"Oc Road, Bistupur, Jamshedpur - 831001, Near Millenium Tower",-65717322822,,
ST Marys English School,"Jme Building, L Road, Bistupur, Jamshedpur - 831001, Near Akshay Medicals",-65715859145,,
D G Garden English School,"Jugsalai,Jamshedpur,, Jugsalai, Jamshedpur - 831006",-65721762035,,
St Johns High School,"Jugsalai, Jugsalai, Jamshedpur - 831006",-65794760866,,
Middle School Bajar Tolaj,"Naya Basti, Haludpukur, Jamshedpur - 831002, Near Bagbera Police Station",,,
Loyola School,"Bistupur, Jamshedpur - 831001",-65790898153,http://www.loyola.edu.in,
Rajendra Vidyalaya,"Sakchi,, Sakchi, Jamshedpur - 831001",-65726331757,http://www.rvjsr.com http://www.rvjsr.in/,
Carmel Junior College,"Sonari, Jamshedpur - 831011, Near Balvihar & Sonary Gurudwara",,http://www.carmeljuniorcollege.com,
Sacred Heart Convent School,"Park Road, Northern Town, Jamshedpur - 831001, Northern Town",-65723501178,http://www.shcjsr.org,
D B M S English School,"Kadma, Jamshedpur - 831005, B H Area",-65797779618,http://dbms.edu.in/index.php/alumni/contact-association,
J H Tarapore School,"Straight Mile Road, Dhatkidih, Jamshedpur - 831001, Dhatkidih",-65735073394,http://www.jhtaraporeschool.com,
D B M S Kadma High School,"Road No 23, Farm Area, Kadma, Jamshedpur - 831005, Near Rankini Mandir",-65712170785,http://www.dbmskhs.org http://www.dbmskhs.in/,
Beldih Church School,"Beldih Traingle, Northern Town, Jamshedpur - 831001, Beside Beldih Church",-65782274864,http://www.churchschoolbeldih.in,
Kerala Public School,"Kadma, Jamshedpur - 831005, Near Uliyan",-65768845337,http://www.keralapublicschooltrust.com http://kadma.keralapublicschooltrust.com/,
Mount Litera ZEE School,"N H 33, Pardhi Chowk, Dhatkidih, Jamshedpur - 831001, Nr City Inn Hotel",-65710574497,http://www.mountlitera.com,franchise@zeelearn.com
Mount Litera Zee School,"N H 33, Pardhi Chowk, Dhatkidih, Jamshedpur - 831001, Near City Inn Hotel",-65756335235,http://www.mountlitera.com http://mlzsjamshedpur.com/,franchise@zeelearn.com
Dayanand Public School,"Tapti Road, Sakchi, Jamshedpur - 831001, Near Utkal Association",-65758419813,http://www.dayanandpublicschool.edu.in,dayanandpublicschool1989@gmail.com
Baldwin Farm Area High Scho..,"Oposit Kadma Market, Kadma, Jamshedpur - 831005, Farm Area",-65788993073,http://www.baldwinsociety.in,dayanandpublicschool1989@gmail.com
Narbheram Hansraj English S..,"Kharkai Link Road, Bistupur, Jamshedpur - 831001",-65721675401,http://www.nhes.ac.in,Career@NHES
Rms High School,"Khutadih, Sonari, Jamshedpur - 831011, Near Wireless Office",-65798972741,http://rmskhutadih.org,Career@NHES
Saraswati Shishu Vidya Mand..,"Tatanagar, Jamshedpur - 831002, Bagbera, Jugsalai",-65769800533,,
Adl Sunshine English School,"Sakchi,Jamshedpur,, Sakchi, Jamshedpur - 831001, Beside Karim City College",-65722525887,,
Andhra Association English ..,"Road No 1, B H Area, Kadma, Jamshedpur - 831005, Near Ganesh Puja Maidan",-6573834303,,
Akshar International School,"481, G Road West Layout, Sonari, Jamshedpur - 831011",-65788073033,,
H M Central Karimia High Sc..,"2 Section Karim Mansion Sakchi, Sakchi, Jamshedpur - 831001, sakchi post office",-65774120468,,
Motilal Nehru Public School,"Pipe Line Road, Bistupur, Jamshedpur - 831001, Near Rajendra Vidyalaya",-65769345080,http://www.mnps.in,mnps_mnps@yahoo.co.in
DAV Girls High School,"Near Ram Mandir, Balikela Road, Sonari, Jamshedpur - 831011, Near Sonari Water Tank",-65749059582,,
Kendriya Vidyalaya,"South Settlement Railway Engineering Colony, Tatanagar, Jamshedpur - 831002, Near Railway Station",-65727833132,http://www.kvsurda.nic.in,
Study Circle,"Link Road, Sonari, Jamshedpur - 831011, Near Airport",-9128542122,,
SHEYN International School,"Corporate Office, No.2, C H Area (North), Circuit House, Jamshedpur - 831001, Near Petrol Pump",-65749222726,http://WWW.sheyninternationalschool.com,info@sheyninternationalschool.com
RP Patel High School,"Kumar Chowk, Jugsalai, Jamshedpur - 831006",-998874634,,
Greenfield Sanskarshala Jam..,"H No. 5, A Road, Kadma, Jamshedpur - 831005, Anil Surpath",-9386445633,,
Hill Top English School,"Number 1, Bagbera Colony, Road, Bagbera, Jamshedpur - 831002",-9234407906,http://www.hilltopschooljamshedpur.org/,-hilltopschool@rediffmail.com
Kidzee,"Sakchi, Jamshedpur - 831001",-9268619688,http://www.kidzee.com,-hilltopschool@rediffmail.com
Shri Devasthan G Hansraj Go..,"Shiv Mandir Campus, Barmamines,, Burma Mines, Jamshedpur - 831007",-6574710628,,
Shemrock Playway,"Holding No. 544, New Layout Sonari P.O., Jamshedpur, Road, Number 8, Sonari, Jamshedpur - 831011",-65766222993,http://www.shemrock.com/shemrock-playway-singhbhum-jharkhand http://https://www.shemrock.com/shemrock-playway-singhbhum-jharkhand,
Bharat Sevashram Sangha Pra..,"Main Road, Sonari, Jamshedpur - 831011",-65721300365,http://www.bsspvmhsonari.com,
D.m. Madan High School,"J Road, Bistupur, Jamshedpur - 831001, Near Natraj Building",-65731788540,,
Kidzee,"13, Circuit House Area, Bistupur, Jamshedpur - 831001",-65796221384,http://www.kidzee.com,
Jingle Bells Play School,"Jingle Bells  Play School, Sonari, Jamshedpur - 831011, Masjid Road",-9157112790,,
Sakchi Girls High School,"Sakchi, Jamshedpur - 831001",,,
Kidzee Greenearth,"Green Earth Plot Number 502, K Road, Sonari, Jamshedpur - 831011, Near G  Road West Layout",-65717065525,http://www.kidzee.com,
St. Anthonys High School,"17 A, Khasmahal, Tatanagar, Jamshedpur - 831002",-65797327006,,
Jamshedpur School Of Art,"Bistupur,, Bistupur,, Sakchi, Jamshedpur - 831001",-65715995193,,
Global Kids,"120, Sanjay Road, Sakchi, Jamshedpur - 831001",-9449257018,,
Lajpat Public School,"New Kalimati Road, Sakchi, Jamshedpur - 831001, Near Howrah Bridge",-65793870213,,
Hindustan Mitra Mandal Midd..,"10, Singhbhum Road, Golmuri, Sakchi, Jamshedpur - 831001, Near Central Bank Of India",-65773229951,,
Dbms Girls High School,"Road No.7, Kadma, Jamshedpur - 831005, B H Area",-65724543914,http://www.dbmskhs.org,
Rajendra Primary School,"Colony, Jugsalai, Bagbera, Jamshedpur - 831002",-9849497418,,
Harijan High School,"Bhalubasa Basti, Singhbhum, Bhalubasa, Jamshedpur - 831001, Near Abhinandan Sweet Shop",-65768844555,,
Bachpan Play School,"10, West Layout, Sonari, Jamshedpur - 831011, Near Bharat Sevashram",-65726656459,,
Kadma Boys High School,"Kadma Main Rd,, Kadma, Jamshedpur - 831005, Nr Rankini Mandir",-65761992394,,
Model English High School,"Hakim Line, Kitadih, Tatanagar, Tatanagar, Jamshedpur - 831002, Near Kitadih Sub Post Office",-65725096112,,
D N Kamani High School,"Bistupur Kharkai Link Road, Bistupur, Jamshedpur - 831001",-65716890752,http://dnkamanihighschool.com/,info@dnkamanihighschool.com
Bargidih,"Dhowadungri, Adityapur, 831014, Assangi, R I T Jamshedpur, Jamshedpur - 831014",-829553424,,
Jawahar Navodaya Vidyalayas,"S.p Kothi Road P.o Daxin Bahal, Dist Jamtara, Jamshedpur - 831001",-65711157174,http://www.jnvjamtara.org,
Ssge School,"School Road, Sakchi, Jamshedpur - 831001, Opposite Man Sarovar Hotel",-65752321445,,
S D Adarsh Vidyalaya,"Pandey Bhawan, Station Road, Tatanagar, Jamshedpur - 831002, Near Of Hanuman Mandir",-65774082681,,
Gurunank Mission School,"Station Road, Jugsalai, Jamshedpur - 831006, Gurudwara Building",-65780425524,,
Sister Nivedita Girls Schoo..,"Burmamines,Jamshedpur,, Burma Mines, Jamshedpur - 831007",-6578205904,,
Ballview School,"Ashok Road, Jamshedpur - 831004",-65740092026,,
Karimia School Of Languages,"Karim Mansion, Sakchi, Jamshedpur - 831001",-65785989780,,
Sarswati Middle and High Sc..,"D.B Rd, Bagbera Colony, Jugsalai, Jharkhand, D.B Rd, Bagbera Colony, Jugsalai,Jamshedpur, Bagbera, Jamshedpur - 831002",-8221419470,,
Ucmas,"74b, Air Base Colony, Ramnagar, Uliyan, Jamshedpur - 831005",-65712123166,http://ucmas.in/,username@example.com
Education Dept. Of Jusco,"Jusco Building, Northern Town, Jamshedpur - 831001, Northern Town",-65731253936,,
Tree House Play Group,"30, A Block, Sonari East, Sonari, Jamshedpur - 831011",-9279261935,http://www.treehouseplaygroup.net/,treehousefranchisee@gmail.com
Urdu Primary School,"Potka Road, Haldipokhar, Bistupur, Jamshedpur - 831001, Near Union Bank Of India",-65773195197,,
Bharat Sevashram Sang Prana..,"Bharat Sevashram Campus, Sonari, Jamshedpur - 831011, Near By Kagal Nagar",-6573810288,,
Pramasha School,"3c, Jhanki Appartment, Inner Circle Road, Bistupur, Jamshedpur - 831001",-65785449418,,
Krishna International Play ..,"Ganesh Nagar, Bagbera Colony, Jugsalai, Bagbera Colony, Jamshedpur - 831002",-8276998529,,
Bachpan Pre-school,"Road, Number 1, Bagbera Colony, Jugsalai, Jamshedpur - 831006",-9185801730,http://www.bachpanglobal.com/,
Kids Coaching Centre,"Bharati  Vidyalaya Complex, Road Number -4, Farm Area, Kadma, Jamshedpur - 831005, Next to BSNL Telephone Exchange Office",-9765666169,,
Vignan School & Junior Coll..,"Hotel Boulevard, Room No.16, Main Road, Bistupur, Jamshedpur - 831001, Opp. Kmpm Inter College",-9872008164,,
Satya Narayan Mandi,"Dhatkidih Ground 1, Straight Mile Road, Dhatkidih, Jamshedpur - 831001",-7570362846,,
Eligent School,"House no-6, Airways Colony,Road-A, Kadma, Jamshedpur - 831005, Near Gita Bhawan",-8063750302,,
Techno Kids,"Contractors Area,, Bistupur, Jamshedpur - 831001, Opp Gopal Maidan",-65714727608,,
Upgraded Primary School,"Shiv Nagar Road, Bhatia Basti, Kadma, Kadma, Jamshedpur - 831005, Near Hanuman Temple",-65799387846,,
Lilliputs Nursery School,"No.29, Jamshedpur - 831005, Air Base Colony",-65733554225,,
Kedgy Kiddies,"17, Bharati Vidyalaya Complex,, Kadma, Jamshedpur - 831005, Behind Telephone Exchange",-65744970696,,
Sun Rise Play School,"Asha Singh, D/O. Sri Ram Sakal Singh, Block No.140/2/1, No.4, Po.Tatanagar Thana, Bagbera , Bagbera, Road, Jamshedpur - 831002",-9961313929,,
Kabiriya Urdu,"Dhatkidih, Jamshedpur - 831001",,,
Se Mixed High School,"Tata Nagar Road, Bagbera, Jamshedpur - 831002, Near Unnati Enterprises",-65753482571,,
Tiny Tot English High Schoo..,"Bagbera Colony, Tatanagar, Jamshedpur - 831002",-7399728257,,
Infant Jesus School,"Ryan Tower, Bhatia Basti, Jamshedpur - 831005",-8243090502,,
Sunshine kid world school,"68/2/4, Road No - 2, Bagbera, Jamshedpur - 831002, Ganesha Puja Maiden",-7726162590,,
William Shakespeare School,"3/A, Gurunanak Nagar,, Sakchi, Jamshedpur - 831001",-65784098953,,
Ms K M P M Ocassional Colle..,"j road, Bistupur, Jamshedpur - 831001, Beside Reliance Jewellery Show Room",-65722597635,,
Rose Bud English School,"Jamshedpur City, Jamshedpur - 831001",-9412658642,,
Upgraded Middle School,"Parsudih Road, Haludbani, Jamshedpur - 831001, Near Ram Temple",-65742828231,,
Gel Church Middle School,"Kitadih Road, Sitaramdera, Jamshedpur - 831001, Near Gel Church",-65749062063,,
Haldipokhar Hindi Middle Sc..,"Singhbhum Road, Haldipokhar, Jamshedpur - 831001, Near Shiva Temple",-65722764929,,
The Vivekananda English Sch..,"Ramkrishna Mission Vivekanand Society, L Road, Bistupur, Jamshedpur - 831001",-65779023148,,
Hitku Middle School,"Hitku Village, Singhbhum, Jamshedpur - 832108, Near Hanuman Temple",-65790060973,,
Balika Middle School,"Vill-Haldipokhar,, Vill-Haldipokhar,, Tatanagar, Jamshedpur - 831002",-65779155549,,
